Wavelength (nm),Current (A)
1520,0.0005283712
1521,0.0005747071999999998
1522,0.0006377984000000002
1523,0.0007137456
1524,0.0007641328
1525,0.0007696895999999999
1526,0.0007557152000000001
1527,0.0007405776
1528,0.0007222416000000001
1529,0.000700896
1530,0.0006841328000000002
1531,0.0006599295999999998
1532,0.000634696
1533,0.0006189327999999999
1534,0.0005892384000000001
1535,0.0005670528
1536,0.0005495408000000001
1537,0.0005225520000000001
1538,0.0005022032
1539,0.0004799264
1540,0.0004549903999999998
1541,0.00043580640000000004
1542,0.00040990879999999995
1543,0.00038975840000000006
1544,0.00036879679999999996
1545,0.0003458575999999999
1546,0.000328576
1547,0.0003081648
1548,0.0002867392000000001
1549,0.0002687744
1550,0.00025056159999999994
1551,0.00023311519999999998
1552,0.00021628480000000002
1553,0.00019856639999999998
1554,0.0001849728
1555,0.0001708768
1556,0.0001546944
1557,0.00014350879999999998
1558,0.00013371680000000003
1559,0.0001255824
1560,0.00012009440000000002
1561,0.000114456
1562,0.0001146544
1563,0.00011672160000000001
1564,0.00012581440000000003
1565,0.00015050559999999998
1566,0.00017216159999999998
1567,0.00019836960000000004
1568,0.00022820959999999998
1569,0.00025592319999999993
1570,0.0002817264000000001
