Wavelength (nm),Current (A)
1520,0.0006203936000000001
1521,0.0006463183999999998
1522,0.0006920288000000001
1523,0.000749696
1524,0.0007982528
1525,0.0008139664000000001
1526,0.0008300592000000001
1527,0.0008423488
1528,0.0008649087999999999
1529,0.0008789119999999997
1530,0.000891968
1531,0.0009052944000000002
1532,0.0009053472000000001
1533,0.000915264
1534,0.0009128608000000002
1535,0.0009140544000000002
1536,0.0009221888000000002
1537,0.0009152128000000003
1538,0.0009159248000000002
1539,0.0009177024000000002
1540,0.0009075584000000002
1541,0.0009080880000000003
1542,0.0008997808000000001
1543,0.0008902863999999999
1544,0.0008817807999999998
1545,0.0008689599999999999
1546,0.0008547471999999997
1547,0.0008449503999999999
1548,0.0008234208000000001
1549,0.0008102735999999999
1550,0.0007907504000000001
1551,0.0007679039999999999
1552,0.0007548576
1553,0.0007265887999999999
1554,0.0007055103999999999
1555,0.0006827680000000003
1556,0.0006605952
1557,0.0006430207999999998
1558,0.0006180223999999999
1559,0.0005956704000000001
1560,0.0005783807999999999
1561,0.0005549344000000001
1562,0.0005380287999999999
1563,0.0005306735999999999
1564,0.0005214384000000001
1565,0.0005313568
1566,0.0005137728000000001
1567,0.0005057696000000001
1568,0.0005037344
1569,0.0005076016
1570,0.0005153776
